sentence,position,lemma,pos
"I was so used to making everyday comments indicative of my sexuality back at home, and was forced to become hyper aware of them while in Kenya.","(42, 52)",indicative_of,J
This bitter political fight was indicative of the racism and regional conflict still firmly entrenched in America in the 1930s.,"(32, 42)",indicative_of,J
In the table we given the infinitive and 1st person singular past indicative.,"(66, 76)",indicative_of,J
"When the if-clause refers to a future occurrence, the future subjunctive is used in the if-clause: If I have (tiver: future subjunctive) a boyfriend, I will take (farei: future indicative) him to brazil.","(177, 187)",indicative_of,J
"Note that because se by itself could also mean ""that (one"", alongside this relative pronoun meaning; and þe alone could be a relative pronoun, se þe could actually be just a relative pronoun, or a relative pronoun and an indicative pronoun combined, e.g.","(221, 231)",indicative_of,J
"in “Wireless Weekly” under the head- ing, “Why not Sunday Co-operation between 2FC and 2BL?” is evidently the product of very little considera- tion, and it seems to me that such opinions as his are clearly indicative of selfishness and are decidedly un- generous.","(207, 217)",indicative_of,J
"Yaocuicatl was devoted to war and the god(s) of war, Teocuicatl to the gods and creation myths and to adoration of said figures, xochicuicatl to flowers (a symbol of poetry itself and indicative of the highly metaphorical nature of a poetry that often utilized duality to convey multiple layers of meaning).","(184, 194)",indicative_of,J
"Two hours after departure, signals initially faded out in a manner indicative of a landed plane.","(67, 77)",indicative_of,J
But the reader will notice that there are in fact five vowels appearing in the stem of the verb in this table: in the second and third person present indicative we have the vowel ȳ.,"(150, 160)",indicative_of,J
"But if we tried to drop the subjunctive in the Old English, and rewrite the passage in the indicative, as: Ġif messe-preost his āġen līf rīhtliċe fadaþ, þonne is rīht þæt his ƿurþscipe ƿexeþ.""","(91, 101)",indicative_of,J
"However, Hasegawa echoed Sonoda's reasoning earlier and pointed out that the members of ASEAN were concerned over Vietnam's role in the Cambodian conflict and that ""restraint on planned Japanese aid to Vietnam would be inevitable under the circumstances.""","(219, 229)",inevitable,J
"Whatever the cause of the wreck, he submitted that it was only an inevitable accident of the sea, and due to no lack of care on the part of those responsible for the vessel.","(66, 76)",inevitable,J
"It is notable that in the later wars there were always Emishi who supported the Japanese, probably because they realized that incorporation into the Japanese state was inevitable.","(168, 178)",inevitable,J
Sci-Hub is an inevitable consequence of the traditional for-profit publishing model and is one of the tools used by proponents of the growing open access movement.,"(14, 24)",inevitable,J
"Division of the Institute to co-ordinate the interests of the many radio :;ocietie,; which had recently sprung up around Sydney, but ou account of the much-regretted illness of the Honorary Secretary all the negot iations had to be conducted secondhand, with the inevitable result that they were fruitless, and, unfortunately, provoked considerable bitter feeling between the various societies.","(263, 273)",inevitable,J
"Even though a degree of performance orientation may be inevitable in school because of the mere presence of classmates, it does not have to take over students’ academic motivation completely.","(55, 65)",inevitable,J
"from the time when earlier-day technique attracted him, through the years when the inevitable occurred and he became an active transmitter, to the post-war years when he again became actively engaged in communing with his fellow man through the medium of amateur radio.","(83, 93)",inevitable,J
"Exploitation of man by man and social inequality in wealth, prestige and the power is an inevitable consequence of the relations of social control.","(89, 99)",inevitable,J
"After all, the unfortunate, inevitable truth remains: as long as people are able to add to the internet, someone can find a way to take from the internet.","(28, 38)",inevitable,J
"With an opposite point of view, which belongs to the representatives of the school for conflict in macro‐sociology, conflicts are inevitable in the society, but conflicts must be settled, conflicts have a benefit and harm in the society.","(130, 140)",inevitable,J
"These abnormalities may be due to the effects of carcinogens, such as tobacco smoke, radiation, chemicals, or infectious agents.","(110, 120)",infectious,J
"Polio, a crippling and infectious disease infecting the brain and spinal cord, is almost nonexistent in the world today due to the vaccine.","(23, 33)",infectious,J
"When humans have the infectious disease, the infection usually involves the skin, gastrointestinal tract, or lungs.","(21, 31)",infectious,J
"A significant proliferation of the infectious agent does not occur, this limits the ability of PCR to detect the presence of any bacteria.","(35, 45)",infectious,J
"Although Zanamivir is and ester prodrug, if taken orally, the medicine will not successfully distribute through out the body and therefore, will not fight against the infectious disease.","(167, 177)",infectious,J
"Many daycare centers have strict rules about sick children needing to stay away until they are no longer infectious; however, enforcing those rules can be very difficult.","(105, 115)",infectious,J
Researchers assume that virus was the infectious agents.,"(38, 48)",infectious,J
"The normal senescence of the immune system will also play a role, particularly with infectious processes and response of the geriatric patient is often quite different from that of adults between the ages of 18-65.","(84, 94)",infectious,J
"This department, along with countless others at the university, continue to contribute research across many different areas of health such as nutrition, public health, infectious disease and healthy ageing.","(168, 178)",infectious,J
"Foot rot, or infectious pododermatitisis, is a hoof infection that is commonly found in sheep and cattle.","(13, 23)",infectious,J
"(Carl Dellomos, 2009) This approach tends not to use inferential or descriptive statistics, but rather uses qualitative methods of data gathering such as interviews, diaries, and other written materials, obtained from or provided by the expected or anticipated respondents of a particular research.","(53, 64)",inferential,J
Inferential statistics draws conclusions about a population on the basis of data from a sample.,"(0, 11)",inferential,J
"Sense-phenomenal awareness may become a conscious experience when relevant inferential networks (e.g., memory, emotions, etc.","(75, 86)",inferential,J
This brief summary is an illustration of an attempt to model a multidisciplinary biopsychosocial (bps) understanding of self-consciousness seen from the perspective of both scientific methodology and metaphysical logic where the empirical and the inferential provide a seamless blend of the ontological brain with the epistemological mind.,"(247, 258)",inferential,J
Descriptive and inferential statistics for the student support spending as a percentage of total educational spending are summarized in Figure 6-7.,"(16, 27)",inferential,J
Inferential statistics will allow us to make conclusions like this with confidence.,"(0, 11)",inferential,J
The statistician is an expert in analyzing data using descriptive and inferential statistics.,"(70, 81)",inferential,J
"The collected data is then analysed to form descriptive and inferential statistics, which mostly demonstrate positive impacts on producing communities.","(60, 71)",inferential,J
The question how models enter inferential processes is highly controversial in the two disciplines of cognitive psychology and artificial intelligence.,"(30, 41)",inferential,J
"Like Woodbury, Kelly (2004: 251-252) notes that nok can be used either as a visual sensory or inferential, but argues that instead of a tense-based distinction it is aspectual, with the sensory function in imperfective contexts and the inferential function in the inferential in the perfective.","(94, 105)",inferential,J
The gravitational potential at the surface of a star of radius R and mass M is equal to: (The minus sign is necessary because the gravitational potential is defined to be zero at an infinite distance from the star.,"(182, 190)",infinite,J
But there is no way to simulate an infinite system using a finite system.,"(35, 43)",infinite,J
"So, the first time we call Next, we get back a 2 and replace our infinite list with all numbers not divisible by two.","(65, 73)",infinite,J
It would take some 'infinite conjunction' to expand the above approach to arbitrary length.,"(20, 28)",infinite,J
Once again the while True: puts the program in an infinite loop that can be exited when Ctrl+C is pressed.,"(50, 58)",infinite,J
"There has recently been proposed a limit on the computational power of the universe, specifically the ability of Laplace's Demon to process an infinite amount of information.","(143, 151)",infinite,J
"Since no two of the same electrons can occupy the same quantum state and since a system can contain an infinite number of electrons with each pair of electrons each with their own identity, then every single electron pair in the universe can actually be accounted for, and counted, since the beginning of time.","(103, 111)",infinite,J
"The ampere is defined in terms of the force produced between two wires each carrying identical currents:- The ampere is that constant current which, if maintained in two straight parallel conductors of infinite length, of negligible circular cross-section, and placed 1 meter apart in vacuum, would produce between these conductors a force equal to 2 x 10-7 newton per meter of length.","(202, 210)",infinite,J
We know that the domains of most lines are infinite because they are defined at every value of X.,"(43, 51)",infinite,J
"As a side note you should know that variables are stored in computer's RAM (indeed, that's RAM's job, to store values needed by applications) and thus it's not infinite, but you should also not worry too much since today's computers have a sheer amount of RAM and can have millions of these variables.","(160, 168)",infinite,J
"1973 sees the release of one of the most influent computing and video gaming books of History: BASIC Computer Games, initially a DEC book titled ""101 BASIC Computer Games"".","(41, 49)",influent,J
"The meeting point of these two natures is the mind, the causal nature being influent and the apparent nature being effluent.","(76, 84)",influent,J
"d.  Flow-through: Water containing the chemical (or control water) constantly flows in and out of the system, maintaining a high quality flow where the influent and effluent never mix.","(152, 160)",influent,J
Laborers in Immokalee experienced inhumane working and living conditions common among agricultural workers across the United States.,"(34, 42)",inhumane,J
Classroom dissection an action that is inhumane and outdated.,"(39, 47)",inhumane,J
"That being said female genital cutting would require cultural relativism from a western prospective, because a lot of times it is viewed as inhumane and a violation of human rights.","(140, 148)",inhumane,J
"For example, Article 3 which is common to all Geneva Conventions prohibits the inhumane treatment of all those persons who are not, as well as no more taking part in warfare.","(79, 87)",inhumane,J
"Manning did not take the proper channels to report the inhumane incident discovered, she directly gave away classified information to the public.","(55, 63)",inhumane,J
"The banker in the beginning of the story appears as a young, nervous, and rich man who believed that life imprisonment is more immoral and inhumane than the death penalty since it is a slow death.","(139, 147)",inhumane,J
"The punishments in Cowan Bridge School was inhumane, which included deprivation of food and recreation, corporal punishment and humiliation, such as wearing a dunce cap when they misbehaved.","(43, 51)",inhumane,J
It is inhumane and cruel that the problem should be compounded by lack of recognition.,"(6, 14)",inhumane,J
It's also been used to justify cruel and inhumane slaughter of people and civilizations in recent history.,"(41, 49)",inhumane,J
"If preparing live crab, you will find two main schools of thought: those who put the live animal into a pot of boiling water and those who, finding this inhumane, kill the crab just prior to preparation.","(153, 161)",inhumane,J
It is most effective the more the injured person uses this method.,"(34, 41)",injured,J
"The brain's plasticity allows for injured areas of the brain to be taken over by another section, by compensating for the injured area[1].","(34, 41)",injured,J
"For example, the press doesn't like to run photos of dead or injured soldiers during a war, for fear of public outrage.","(61, 68)",injured,J
The injured or infected cells release cytokines and eicosanoids which results in inflammation.,"(4, 11)",injured,J
New drafts were sent towards the end of the month to make up for the injured and dead.,"(69, 76)",injured,J
"If you are skating after injuring a joint such as the knee or ankle, neoprene braces not only provide support for the injured joint, they also provide warmth allowing the muscles to function optimally.","(118, 125)",injured,J
Lie down on your side along the casualty’s uninjured or less injured side.,"(61, 68)",injured,J
Differentiate the response of the ill or injured infant or child from that of an adult.,"(41, 48)",injured,J
The driver may be liable to pay the equivalent of hundreds of thousands of USD in medical and rehabilitation costs for injured pedestrians or tens of thousands of USD in funeral costs.,"(119, 126)",injured,J
"""Our Rights"" With an air of injured innocence, Mr. Ryan said that the demonstration of feeling in the gallery was a legitimate expression of unemployed opinion, and that the workless objected to any curtailment of their right to have their grievances ventilated.","(28, 35)",injured,J
"And in the first place, we take the plainest meaning of this commandment according to the words (Thou shalt not bear false witness), as pertaining to the public courts of justice, where a poor innocent man is accused and oppressed by false witnesses in order to be punished in his body, property, or honor.","(193, 201)",innocent,J
"from Adventist Home, 493: It is the privilege and duty of Christians to seek to refresh their spirits and invigorate their bodies by innocent recreation, with the purpose of using their physical and mental powers to the glory of God.","(133, 141)",innocent,J
"Soon, tampered Tylenol would claim the lives of Mary Reiner, Paula Prince, and Mary McFarland, bringing the total death toll to 7 innocent Chicagoans.","(130, 138)",innocent,J
"Of course, most parents are wrong, but this leads them to believe that their children are innocent and that their entrance into sexual activity is the result of persuasion by others and not because their children want to engage in sex.","(90, 98)",innocent,J
"In ""Chatterton"", ""the characters, as critics have pointed out, are personifications of ideas, types; Kitty Bell, of innocent and downtrodden womanhood; John Bell, of selfish brutal materialism; the Lord Mayor, Beckford, of the harshness of society; the Quaker is the spokesman of the author.","(116, 124)",innocent,J
The people were seized with an anti-Catholic hysteria; judges and juries across the land condemned the supposed conspirators; numerous innocent individuals were executed.,"(135, 143)",innocent,J
"With the consequences of a false match being possibly traumatic for an innocent student being falsely accused, it seems that the risks of implementing AI-based recognition software far outweigh the benefits.","(71, 79)",innocent,J
"This foreshadows Claudio's sudden rejection to marry the innocent Hero which seems to Hero, a deception made by Claudio as a way to poke fun on the supposed solemn marriage merely out of male absolute power.","(57, 65)",innocent,J
"If an innocent person should not suffer for the sins of another person, then children should not suffer for the sins of their ancestors.","(6, 14)",innocent,J
"Since man is made in God’s image, the shedding of innocent blood is viewed as a direct offense against the Creator.","(50, 58)",innocent,J
"I don't need to be insistent about that, however.","(19, 28)",insistent,J
"The abolitionist movement that emerged in the early 1830s was combative, uncompromising, and insistent upon an immediate end to slavery.","(93, 102)",insistent,J
"The men were social, using the pub to remove themselves from the sounds of children and the insistent wife, who always needed help.","(92, 101)",insistent,J
"The narrator, like Yunior, is cultured, young, Latino, artistic, misguided, and insistent upon proving maturity to everyone around them.","(80, 89)",insistent,J
"Indicates a few desired objects and activities by name: ""Bye-bye,"" ""cookie""; verbal request is often accompanied by an insistent gesture.","(119, 128)",insistent,J
"The Dursleys refuse to acknowledge the mead, despite the animated glasses getting more and more insistent about being taken, to the point that one of them ends up bouncing off Vernon's head and spilling most of its contents as it does so.","(96, 105)",insistent,J
"In the two 'Surprises de l'amour', the lovers are able for a time to pretend to this fictitious relationship, but eventually the demands made by love become too insistent and force them to the limit of sincerity; and it is precisely at this point that the discrepancy between words and feelings becomes properly comic...In ‘Love’s second surprise’, it is this mask of friendship which must be removed"" (Mason, 1967 p 242).","(161, 170)",insistent,J
"So that in the end the parent has to be, even more, insistent upon good ethical behaviour prescribed in religious texts.","(52, 61)",insistent,J
"It created not a self-enclosed humanism but one connected at every juncture to what Whitehead called ""the insistent present.""","(106, 115)",insistent,J
"A whistle poisoned by law.” Snowden expresses his concern over politicians involved in the scandal: “Resignation of Iceland's PM may explain why the UK PM is so insistent public has no right to know a PM's ""private"" finances.","(161, 170)",insistent,J
"For example addition of an SSRI medication to either Bulimia nervosa or OCD where psychological treatment alone produces insufficient benefit, is warranted and has an evidence base.","(121, 133)",insufficient,J
"However, due to the huge set of CJK characters, this has become insufficient, and Unicode 3.0 has extended the index to 21 bits, which will support up to 1,114,112 characters.","(64, 76)",insufficient,J
"After the war, a revival of the club was considered, but there was insufficient interest and it lay dormant until the magazine's demise in 1951.","(67, 79)",insufficient,J
"This paragraph is merely to make you aware of the model’s functionality, should you find the standard reports insufficient for your purposes.","(110, 122)",insufficient,J
Study closed prematurely due to high relapse in reduced arm 5-year EFS: standard CSI 67% vs. reduced CSI 52% (p=0.080) 8-year EFS: standard CSI 67% vs. reduced CSI 52% (p=0.141) These data confirm the original one-sided conclusions but suggest that differences are less marked with time Conclusion: Reduced CSI 23.4 alone is insufficient; may need concurrent chemo SIOP II (1984-1989) -- CSI 35 Gy vs. CSI 25 Gy; also +/- adjuvant chemo Randomized.,"(325, 337)",insufficient,J
"According to the text by Whitney in 2013, a Vitamin D sufficient diet promotes absorption from the GI tract, but Vitamin D also acts in an insufficient diet by providing the necessary minerals from other places like the kidneys and through mobilization from bones.","(139, 151)",insufficient,J
"Thus, the provisions of both areas of law influence each other.The concurrent application of human rights and international humanitarian law is important due to the insufficient individual protection in armed conflict, as well as uncertainties in the applicability and lack of enforcement mechanisms of international humanitarian law.","(165, 177)",insufficient,J
"According to Nyquist, if the transmitted rate is less than 2 times the bandwidth, then the frequency is insufficient to carry the signal.","(104, 116)",insufficient,J
"Drivers will slow down around curves, vehicles may have difficulty accelerating uphill, or even from a slower speed (and even if they don’t, driver’s may provide insufficient fuel before they realize they are going too slow by not giving the vehicle enough gas), merges take time to avoid collision, etc.","(162, 174)",insufficient,J
E. There is insufficient evidence to recommend screening for osteoporosis in women aged 65 and older.,"(12, 24)",insufficient,J
Clive Humby initially made the analogy to demonstrate that the raw forms of data and oil needed some intermediate processing step before they become sellable products.,"(101, 113)",intermediate,J
"Although COM provides cross-platform (to some extent) and cross-language facilities, each COM object is compiled to a native binary, rather than an intermediate format such as Java or .NET.","(148, 160)",intermediate,J
"One would probably think of the Runge-Kutta methods as first option, however they are not a good option since they require evaluating the forces at an intermediate time step, creating a complex scheme in our case (the UVLM method is quite heavy to be called continuously).","(151, 163)",intermediate,J
"The intermediate, oxalosuccinate, is a very unstable β-ketoacid.","(4, 16)",intermediate,J
"Type V intermediate filaments differ from cytoplasmic intermediate filaments in the way that they have an extended rod domain (42 amino acid longer), that they all carry a nuclear localization signal (NLS) at their C-terminus and that they display typical tertiary structures.","(7, 19)",intermediate,J
it is subcategorised by the head.. X′ is known as intermediate projection.,"(50, 62)",intermediate,J
The gel with intermediate pore size is used in the separation channel for protein separation.,"(13, 25)",intermediate,J
"This would mean that the National Broadcasting concern in that country would at once be able to eliminate many intermediate repeater stations across the continent, and it is estimated that the humblest receiving set situated anywhere in the United States would be able to hear the national programme at any time — even if only a mere crystal set.","(111, 123)",intermediate,J
"In this case the safest and most straightforward way is to use ssh(1)'s stdio forwarding (-W) mode to ""bounce"" the connection through an intermediate host.","(137, 149)",intermediate,J
"Imagine if you are lost in a country lane, perhaps finding a main road, which might lead to an intersection, a signpost, and intermediate point and finally..... A solution concept is just that.","(125, 137)",intermediate,J
Hit it with the hammer and free the last Goron and get the Boss Key from the intricate chest.,"(77, 86)",intricate,J
Membrane proteins are assembled into complexes that allow these intricate assemblies to allow complexity that is not possible using single polypeptides.,"(64, 73)",intricate,J
"However powerful, the predecessors of Java lacked a standard feature to network with other computers, and usually relied on the platforms' intricate networking capabilities.","(139, 148)",intricate,J
The novelty sets showed less originality than intricate workmanship and were noticeable for their complete finished quality; they will be described at some length and commented upon in the April “Radio.” Stand 1.,"(46, 55)",intricate,J
"Today, we stand on the threshold of a revolution in our understanding of the reality of the world within us; one that has been slowly creeping up over the horizon of our comprehension, as discoveries in biochemistry, botany, microbiology, medicine, psychiatry, psychology, neuroscience and zoology shine new light upon the intricate mechanisms of all life, including our own.","(323, 332)",intricate,J
"While factory automation has been a continuing trend, 3D printing offers the possibility of replacing workers who produce more intricate or less-numerous parts and prototypes.","(127, 136)",intricate,J
"“Worldly” Hindus live within an intricate, hierarchical, caste system that binds society and gives each person an identity and purpose.","(32, 41)",intricate,J
The Maasai are known for their intricate jewelry.,"(31, 40)",intricate,J
"Anti-symmetric particles are known as fermions, and their inability to stay in the same state as their neighbors has lead to the intricate structure of electron valence orbitals.","(129, 138)",intricate,J
The network of canals was a very complex and intricate system.,"(45, 54)",intricate,J
"Tiny, nearly invisible, these simple organic molecules reside within the gray area of what is commonly defined as life, but to Corbett, these tiny complex organic molecules were especially important because they are responsible for large numbers of deaths.","(13, 22)",invisible,J
Some of this smog is invisible and some contributes to the orange or blue haze that affects many cities (Figure 22.2).,"(21, 30)",invisible,J
"The truth is, an invisible pathway exists, but there are no torches to light the way.","(17, 26)",invisible,J
"Infrared (IR) is invisible radiant energy, electromagnetic radiation with longer wavelengths than those of visible light, extending from the nominal red edge of the visible spectrum at 700 nanometers (frequency 430 THz) to 1 mm (300 GHz), although people can see infrared up to at least 1050 nm in experiments.","(17, 26)",invisible,J
"When the queue is empty the meshes attached on these points will be invisible, as the queue fills they will be progressively shown.","(68, 77)",invisible,J
"Drop into the water, and hit all the invisible blocks.","(37, 46)",invisible,J
The other 45 were from invisible colleges-a term the researchers used to designate social agencies serving clients seeking information on parenting.,"(23, 32)",invisible,J
"Donning the Magic Cape renders its wearer invisible, and therefore, impervious to the effects of the Bumper.","(42, 51)",invisible,J
"For this purpose, tacking stitches are sewn by hand in such a way that they are almost invisible from the outside of the garment.","(87, 96)",invisible,J
"""It seems that invisible to us, one has been in our midst who has delivered judgment, truly according to the manner of Solomon, concerning the poor little passive object of all this strife,"" he comments.","(15, 24)",invisible,J
"The Isthmian Club was enormously patronised, and certainly presented a most inviting appearance.","(76, 84)",inviting,J
The Rod of Seasons File:LOZ Oos Rod of Seasons.PNG You'll find the altar is much more inviting than harsh Subrosia.,"(86, 94)",inviting,J
"Sociology encourages the increase or re-design of urban lighting in order to make public space more inviting, through analysing how artificial light impacts experience.","(100, 108)",inviting,J
Effective use of natural light can instantly make a room feel warmer and more inviting.,"(78, 86)",inviting,J
"“The play is a theme of villainous plotting throughout, which, together with the interwoven shameful intrigues of the wanton duchess Aurelia, the stabbing of the young gallant, and the cynical and ironical tone with which the author has suffused the whole, combine to give the effect of a tragedy of blood, perverted by the happy ending but not stripped of a horrible realism.","(197, 205)",ironical,J
"This becomes even clearer at 38a: If I say that it is impossible for me to keep quiet because that means disobeying the god, you will not believe me and will think I am being ironical.","(175, 183)",ironical,J
"Allusions were made to the appointments by Mr. Patterson over their seniors of Mr. Jackson and Mr. Bechervaise, and Mr. Patterson's reply that he had taken the best men for the posts was met with laughter and ironical applause, as it seemed to the Opposition members that he admitted the practice for which he was blaming Mr. Ramsay.","(209, 217)",ironical,J
"In Chekhov’s dramaturgy, there is no big scene “no obligatory or great denouements...used to reveal through action the truth about the play’s central characters...We see...the drama and the complexity of the seemingly trivial...Almost all his dramatic devices were ironical...best seen in the disparity between what the characters say and what they do...Chekhov characters are addicted at making speeches...[by which we see how the character views himself rather than how others view him]...Chekhov’s symbol are...always concrete...effective because they grow out of the action...e.g.","(265, 273)",ironical,J
"But his patriotism is determined only by his love of Bertha von Bruneck and the scorn with which she treats his pro-Austrian conduct...Gessler’s manner is simple, at moments misleadingly friendly, at others bitterly ironical, and this simplicity fits exactly the cold unimpassioned cruelty of then man...Tell is a direct and simple character of sterling sincerity” (Garland, 1949 pp 246-249).","(216, 224)",ironical,J
"Both are stories of lust and crime, full of hate and hideous vengeances, and through each runs a vein of bitter and ironical comment on men and women.","(116, 124)",ironical,J
"""Is he ironical, is he jesting?""","(7, 15)",ironical,J
Disguise in a play of this type is an organic but hidden motive which performs the important function of resolving the plot...This new method had...its disadvantages...It did not permit appreciation of ironical situations or dramatic misunderstandings.,"(202, 210)",ironical,J
"It is somewhat ironical that, despite their own lack of recognition in international law, a significant number of international NGOs have an international tribunicial and a legislative function (8, 9).","(15, 23)",ironical,J
"Havel is the master if the ironical, inverted repetition of almost identical phrases in different contexts.","(27, 35)",ironical,J
Which may result only part of the object deforming and leaving some jagged artifact bits stretched out.,"(68, 74)",jagged,J
"Target recently suffered from media and customer backlash for mistakenly publishing junior bathing suit advertisements on their website with blatant Photoshop errors, including jagged edges under the model’s arm, a chunk missing at the apex of the model’s thighs, and impossibly lengthened arms.","(177, 183)",jagged,J
It has a smoother appearance with less jagged diagonals than with EB3.2.,"(39, 45)",jagged,J
Some minerals lack cleavage and will break in jagged rough surfaces that are irregular.,"(46, 52)",jagged,J
"Many years of erosion have reduced the once jagged and steep mountains to low, rolling hills.","(44, 50)",jagged,J
"The effect of this parameter is to prevent vorticity from being generated at sharp corners, in effect smoothing out the jagged steps that make up the obstruction.","(120, 126)",jagged,J
The solidified surface is jagged and sharp.,"(26, 32)",jagged,J
"However, it is nearly impossible to create a smooth output curve in this manner, so the output waveform is going to have a wide bandwidth, and will have jagged edges.","(153, 159)",jagged,J
Their playing is often down-tuned and either incredibly fast or slow and jagged.,"(73, 79)",jagged,J
"A wound that is irregular and torn, with jagged edges (fig.","(41, 47)",jagged,J
"A jolly yet serious woman, she hired the Gorman Troupe to perform in the Carnival of Time but was forced to fire them because of the strange events going on in Termina.","(2, 7)",jolly,J
"Tasslehoff Burrfoot, often called ""Tas"", is a jolly, merry kender who often ""acquires"" objects through various means, such as ""falling into his pouches"" or ""just taking it to be cleaned"".","(46, 51)",jolly,J
"Despite her troubles, Lydia finds time to commiserate with her friend, Julia, ""a slave to the caprice, the whim, the jealousy of this ungrateful Faulkland, who will ever delay assuming the right of a husband..."" After being away for a while, Faulkland asks her neighbor, Bob Acres, about the condition of Julia's state mind in his absence, expecting her to mope or grieve, but instead Bob heard her singing: ""My heart’s my own, my will is free,"" to a jolly tune, to Faulkland despair.","(451, 456)",jolly,J
"""Tanooki"" actually refers to a Japanese animal (both real and mythical) called a Tanuki—the mythical version known for its mischievous and jolly nature and being a master of disguise and shape-shifting.","(139, 144)",jolly,J
"Ultimate End: The jolly lot of Camelot, the 13 knights of the round table, come forth from some mystical realm or other.","(18, 23)",jolly,J
Fenwick (hotly): It is a jolly shame if the Council passes that amount.,"(25, 30)",jolly,J
"The jolliest annual attraction - attended by the majority of children, was the local fair... the license granted by King Edward III in 1336.","(4, 12)",jolly,J
"Nepean District Hospital is its destination, and listeners may anticipate a jolly programme.","(76, 81)",jolly,J
"The next day, as they reach King's Cross Station, Vernon is uncharacteristically jolly.","(81, 86)",jolly,J
Some are quick and jumpy designed to reflect a jolly or happy tone in the poem it is featured.,"(47, 52)",jolly,J
A just society is one which reacts angrily to any case of injustice and promptly sets about correcting it.,"(2, 6)",just,J
"For example, there may be developers who operate with abstractions much different from just files and directories.","(87, 91)",just,J
"Consider that the second method can be demonstrated to others in just seconds, and that once seen, it is neither forgotten nor requires further explanation; It is so obvious.","(65, 69)",just,J
"Neither the value of lands, nor the numbers of the people, which have been successively proposed as the rule of State contributions, has any pretension to being a just representative.","(163, 167)",just,J
"It will not be looking too far to add, that the senators from all the new States may be gained over to the just views of the House of Representatives, by an expedient too obvious to be overlooked.","(107, 111)",just,J
"The Republic is a Socratic dialogue, authored by Plato around 375 BC, concerning justice, the order and character of the just city-state, and the just man.","(121, 125)",just,J
"First, both of them defends the poor and oppressed as the just cause.","(58, 62)",just,J
His life which has been imparted unto us by the Spirit enables us to keep the just requirements of the law.,"(78, 82)",just,J
"When Hermione comments he is getting his just desserts for firing his House-elf, Winky, Harry recounts the Quidditch World Cup and his wand being stolen.","(41, 45)",just,J
"Torah) proved unalterable, and every transgression and disobedience received a just penalty, how will we escape if we neglect so great a salvation?” (Hebrews 2:2–3) Then again, near the end of the book he uses the same argument regarding Moshe and Messiah.","(79, 83)",just,J
"SURPRISE and keen disappointment were expressed yesterday when it was learned that the Minister for Health, Mr. Hughes, had Ieft for Melbourne without making the promised announcement regarding the installation of wireless and the provision of operators on coastal steamers.","(13, 17)",keen,J
"Balfour, a keen psychic researcher and president of the SPR from 1906 to 1907.","(11, 15)",keen,J
"He was keen to make it a great success, he therefore asked people to help the expedition with whatever they could.","(7, 11)",keen,J
"Propaganda and publicity combine to tell the world that Australian butter is the best and available to the British housewife at keen and competitive prices.""","(128, 132)",keen,J
All three of the tested browsers are keen to mention their accessibility features though their effectiveness remains unclear.,"(37, 41)",keen,J
"However, the majority of Americans had never wanted to be involved in World War I, and once it ended they were keen to return to concerns nearer to home: the Spanish flu epidemic, the fear of communism (exacerbated by a series of industrial strikes), and racial tension, which exploded into riots in 25 cities across the USA.","(111, 115)",keen,J
People are often keen to pinpoint real Prague places in Kafka's fiction.,"(17, 21)",keen,J
"These tribes do not get any governmental support by the BIA, so they are keen on changing their status: 150 tribes applied for federal recognition since 1978, but the Congress has signed positive only 12 petitions by now.","(73, 77)",keen,J
"Having been mixed up in wireless since 1924, as my late husband, Mr. A. G. Harriss was a keen enthusiast, also one of my daughters has her call sign VK4DH one should know a little about the question.","(89, 93)",keen,J
"The FBI, as the regulatory agency primarily responsible for the enforcement of federal law, took a keen interest in the activities of phreakers.","(99, 103)",keen,J
"An NPOV label indicates that the content is perceived as biased (i.e., not conforming to a neutral point of view) by one or more Wikibookians, but that consensus on the expressed views is lacking.","(188, 195)",lacking,J
Detailed information on the inclusiveness of selectorates is generally lacking.,"(71, 78)",lacking,J
"For those that want to get more songs to play with, one should also learn how to read music itself, since tablatures for harmonica is quite lacking; also, fake books only come in traditional notations.","(140, 147)",lacking,J
In this arena the diffusion of innovation model is lacking.,"(51, 58)",lacking,J
Meanwhile ordinary users will find the documentation is lacking.,"(56, 63)",lacking,J
"Links on the webpage to related webpages can be very useful; but sometimes these links are lacking, or they are worded in a way that does not help your visitor, or they do not make clear that they lead to parts of the same website; and often a webpage does not show the intentions an author has with a website, the freshness of a website et cetera.","(91, 98)",lacking,J
Management EBM: TREATMENT OF HEPATIC ENCEPHALOPATHY 'Studies in small numbers of patients have shown lactulose to be of benefit in both acute and chronic hepatic encephalopathy but large RCTs are lacking.',"(196, 203)",lacking,J
Research can also help you add detail and texture that might otherwise be lacking.,"(74, 81)",lacking,J
"If any of its information has fallen out of date or is lacking, please do contribute.","(55, 62)",lacking,J
"No-one has ever taken a piece of wood and turned it into anthracite coal, since one vital ingredient, that of time, must necessarily be lacking.","(136, 143)",lacking,J
"A more entertaining use of my values-laden selectivity in proof-texting may be these tasty morsels I turned up in the commentaries: In re: Matthew 19:12 (“There are eunuchs that were born such from the belly of their mother, there are eunuchs that were made eunuchs, by the hands of men, there are eunuchs that made themselves eunuchs, for the sake of the kingdom of heaven.","(37, 42)",laden,J
"Watch for tree limbs, and do not camp beneath snow laden branches.","(51, 56)",laden,J
